fsa,prior_complaint_count,complaint_diversity,dominant_type_share,type__Boulevard Plow Damage,type__Catch Basin - Blocked / Flooding,type__Clean up Illegal Dumping on City Road Allowance,type__Driveway Blocked By Plowed Snowbank,type__Icy Sidewalk Needs Salting,type__Illegal Snow Dumping & Failure to Clear Snow or Ice on Public Sidewalk,type__Injured - Wildlife,type__Outcome of Service - Complaint - Road Operations,type__Pick up Dead Wildlife,type__Property Standards and Maintenance Violations,type__Res / Garbage / Not Picked Up,type__Res / Organic Green Bin / Not Picked Up,type__Residential Bin Body or Handle Damaged,type__Residential Bin Lid Damaged,type__Road Plowing Request,type__Road Pothole / Road Damage,type__Sewer Service Line-Blocked,type__Sidewalk Snow Clearing Required,type__Snow Removal - Sightline Problem,type__Traffic Signal Repair,type__other,dept__311,"dept__Environment, Climate & Forestry",dept__Municipal Licensing & Standards,dept__Parks and Recreation,dept__Solid Waste Management Services,"dept__Solid Waste Management Services,Transfer",dept__Toronto Water,dept__Transportation Services,unit__Business Licensing Enforcement,unit__Business Operations Management,unit__Bylaw Enforcement,unit__Collections,unit__Collections and Litter Operations,unit__Disposal & Operations,unit__District Ops,unit__Forestry Operations,unit__Forestry and Natural Environment Management,unit__Investigation Services,unit__Licensing Team,unit__Litter Operations,unit__Operations,unit__Parks,unit__Parks Enforcement,unit__Right of Way (ROW),unit__Road Operations,unit__TMC,unit__Toronto Animal Services,unit__Traffic Management,unit__Traffic Ops,unit__Traffic Safety,unit__Tree Protection and Plan Review,unit__Waste Enforcement,hour__night,hour__morning,hour__afternoon,hour__evening,weekend_share,ward_Beaches-East York (19),ward_Davenport (09),ward_Don Valley East (16),ward_Don Valley North (17),ward_Don Valley West (15),ward_Eglinton-Lawrence (08),ward_Etobicoke Centre (02),ward_Etobicoke North (01),ward_Etobicoke-Lakeshore (03),ward_Humber River-Black Creek (07),ward_Parkdale-High Park (04),ward_Scarborough Centre (21),ward_Scarborough North (23),ward_Scarborough Southwest (20),ward_Scarborough-Agincourt (22),ward_Scarborough-Guildwood (24),ward_Scarborough-Rouge Park (25),ward_Spadina-Fort York (10),ward_Toronto Centre (13),ward_Toronto-Danforth (14),ward_Toronto-St. Paul's (12),ward_University-Rosedale (11),ward_Willowdale (18),ward_York Centre (06),ward_York South-Weston (05),high_workload_area,april_volume
M1S,1110,160,0.11531531531531532,0.027927927927927927,0.00990990990990991,0.0,0.11531531531531532,0.0045045045045045045,0.00990990990990991,0.02072072072072072,0.017117117117117116,0.009009009009009009,0.02252252252252252,0.00990990990990991,0.01981981981981982,0.014414414414414415,0.051351351351351354,0.05045045045045045,0.08828828828828829,0.010810810810810811,0.021621621621621623,0.011711711711711712,0.0009009009009009009,0.4837837837837838,0.016216216216216217,0.03783783783783784,0.12792792792792793,0.0018018018018018018,0.23963963963963963,0.0,0.05945945945945946,0.5171171171171172,0.0036036036036036037,0.002702702702702703,0.00990990990990991,0.23963963963963963,0.0,0.0,0.05765765765765766,0.036036036036036036,0.0,0.05045045045045045,0.0,0.0,0.016216216216216217,0.0018018018018018018,0.0009009009009009009,0.08288288288288288,0.4261261261261261,0.007207207207207207,0.04594594594594595,0.0,0.0,0.0,0.0018018018018018018,0.017117117117117116,0.04594594594594595,0.33783783783783783,0.42252252252252254,0.19369369369369369,0.14234234234234233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,409
M1T,952,152,0.11974789915966387,0.03361344537815126,0.011554621848739496,0.0021008403361344537,0.11974789915966387,0.01050420168067227,0.011554621848739496,0.01050420168067227,0.014705882352941176,0.01680672268907563,0.052521008403361345,0.023109243697478993,0.03046218487394958,0.01365546218487395,0.0430672268907563,0.032563025210084036,0.04936974789915966,0.01050420168067227,0.052521008403361345,0.004201680672268907,0.0010504201680672268,0.45588235294117646,0.012605042016806723,0.0273109243697479,0.18067226890756302,0.005252100840336135,0.2415966386554622,0.0,0.0703781512605042,0.46218487394957986,0.0010504201680672268,0.0010504201680672268,0.025210084033613446,0.2415966386554622,0.0,0.0,0.06932773109243698,0.026260504201680673,0.0,0.09243697478991597,0.0,0.0,0.012605042016806723,0.005252100840336135,0.0021008403361344537,0.04831932773109244,0.40441176470588236,0.0063025210084033615,0.04726890756302521,0.0010504201680672268,0.0021008403361344537,0.0,0.0010504201680672268,0.012605042016806723,0.029411764705882353,0.34978991596638653,0.45483193277310924,0.16596638655462184,0.15126050420168066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,375
M1V,1209,151,0.14971050454921422,0.010752688172043012,0.01902398676592225,0.007444168734491315,0.14971050454921422,0.0041356492969396195,0.011579818031430935,0.007444168734491315,0.011579818031430935,0.006617038875103391,0.01488833746898263,0.011579818031430935,0.01902398676592225,0.02315963606286187,0.055417700578990904,0.060380479735318446,0.1000827129859388,0.007444168734491315,0.017369727047146403,0.0041356492969396195,0.0,0.45822994210090984,0.010752688172043012,0.018196856906534328,0.08850289495450786,0.009098428453267164,0.3002481389578164,0.0,0.06865177832919768,0.5045492142266336,0.0008271298593879239,0.0008271298593879239,0.006617038875103391,0.3002481389578164,0.0,0.0,0.06782464846980976,0.017369727047146403,0.0,0.03887510339123242,0.0,0.0,0.010752688172043012,0.009098428453267164,0.0,0.04218362282878412,0.44995864350703063,0.008271298593879239,0.023986765922249794,0.0,0.0041356492969396195,0.0,0.0008271298593879239,0.018196856906534328,0.03887510339123242,0.3316790736145575,0.42100909842845324,0.20843672456575682,0.16790736145574855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,402
M1W,1241,160,0.15390813859790492,0.020950846091861403,0.020950846091861403,0.009669621273166801,0.15390813859790492,0.0024174053182917004,0.0040290088638195,0.007252215954875101,0.015310233682514102,0.0064464141821112,0.019339242546333603,0.0136986301369863,0.0257856567284448,0.015310233682514102,0.0531829170024174,0.041901692183722805,0.08460918614020951,0.0024174053182917004,0.023368251410153102,0.0136986301369863,0.0008058017727639,0.4649476228847704,0.016921837228041903,0.0265914585012087,0.10556003223207092,0.0056406124093473006,0.28444802578565676,0.0,0.053988718775181306,0.5068493150684932,0.0008058017727639,0.0,0.011281224818694601,0.28364222401289285,0.0,0.0,0.053988718775181306,0.0257856567284448,0.0,0.043513295729250605,0.0,0.0008058017727639,0.016921837228041903,0.0056406124093473006,0.0016116035455278,0.0499597099113618,0.44802578565672846,0.004834810636583401,0.045124899274778404,0.0,0.0024174053182917004,0.0016116035455278,0.0008058017727639,0.0032232070910556,0.017727639000805803,0.35374697824335216,0.46011281224818695,0.16841257050765512,0.1297340854149879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,624
M1X,471,95,0.14012738853503184,0.036093418259023353,0.010615711252653927,0.006369426751592357,0.12951167728237792,0.0021231422505307855,0.012738853503184714,0.014861995753715499,0.01910828025477707,0.016985138004246284,0.004246284501061571,0.03397027600849257,0.06794055201698514,0.004246284501061571,0.03821656050955414,0.14012738853503184,0.04883227176220807,0.0021231422505307855,0.01910828025477707,0.006369426751592357,0.0,0.386411889596603,0.012738853503184714,0.027600849256900213,0.09341825902335456,0.006369426751592357,0.3205944798301486,0.0,0.016985138004246284,0.5222929936305732,0.0021231422505307855,0.0,0.0021231422505307855,0.3205944798301486,0.0,0.0,0.016985138004246284,0.027600849256900213,0.0,0.029723991507430998,0.0,0.0,0.012738853503184714,0.006369426751592357,0.0,0.029723991507430998,0.49044585987261147,0.0,0.044585987261146494,0.0,0.0021231422505307855,0.0,0.0,0.014861995753715499,0.02335456475583864,0.2802547770700637,0.44798301486199577,0.2484076433121019,0.12738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,139
M2H,711,135,0.10548523206751055,0.009845288326300985,0.02109704641350211,0.004219409282700422,0.10548523206751055,0.0028129395218002813,0.005625879043600563,0.008438818565400843,0.011251758087201125,0.011251758087201125,0.009845288326300985,0.03938115330520394,0.01828410689170183,0.029535864978902954,0.05063291139240506,0.0450070323488045,0.02250351617440225,0.007032348804500703,0.01969057665260197,0.0014064697609001407,0.0,0.5766526019690577,0.01828410689170183,0.03938115330520394,0.09845288326300984,0.0014064697609001407,0.379746835443038,0.0,0.10407876230661041,0.35864978902953587,0.0,0.0014064697609001407,0.011251758087201125,0.379746835443038,0.0,0.0,0.10267229254571027,0.03234880450070324,0.0,0.0379746835443038,0.0,0.0,0.01828410689170183,0.0014064697609001407,0.0,0.01828410689170183,0.3263009845288326,0.011251758087201125,0.03938115330520394,0.0014064697609001407,0.0014064697609001407,0.0,0.007032348804500703,0.009845288326300985,0.02812939521800281,0.350210970464135,0.4317862165963432,0.189873417721519,0.11954992967651196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,223
M2J,1179,176,0.08651399491094147,0.021204410517387615,0.01272264631043257,0.006785411365564037,0.08651399491094147,0.002544529262086514,0.005937234944868533,0.010178117048346057,0.013570822731128074,0.010178117048346057,0.03477523324851569,0.035623409669211195,0.018659881255301103,0.020356234096692113,0.05004240882103478,0.04495335029686175,0.026293469041560644,0.01272264631043257,0.027989821882951654,0.006785411365564037,0.0008481764206955047,0.5513146734520781,0.015267175572519083,0.02544529262086514,0.1636980491942324,0.0016963528413910093,0.3621713316369805,0.0,0.08227311280746395,0.34944868532654794,0.0033927056827820186,0.0016963528413910093,0.027989821882951654,0.3621713316369805,0.0,0.0,0.08057675996607294,0.02205258693808312,0.0,0.07972858354537744,0.0,0.0,0.015267175572519083,0.0016963528413910093,0.0008481764206955047,0.02374893977947413,0.31212892281594573,0.009329940627650551,0.039016115351993216,0.0008481764206955047,0.0033927056827820186,0.0,0.0033927056827820186,0.01272264631043257,0.032230703986429174,0.35538592027141647,0.43172179813401185,0.1806615776081425,0.15182357930449533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,413
M2K,550,131,0.07454545454545454,0.02,0.01818181818181818,0.0036363636363636364,0.07454545454545454,0.01090909090909091,0.005454545454545455,0.01090909090909091,0.025454545454545455,0.007272727272727273,0.03636363636363636,0.02,0.04181818181818182,0.014545454545454545,0.045454545454545456,0.03636363636363636,0.06181818181818182,0.01090909090909091,0.02727272727272727,0.0036363636363636364,0.0,0.5254545454545455,0.016363636363636365,0.02,0.1290909090909091,0.005454545454545455,0.36,0.0,0.10909090909090909,0.36,0.0,0.0036363636363636364,0.025454545454545455,0.36,0.0,0.0,0.10545454545454545,0.01818181818181818,0.0,0.06545454545454546,0.0,0.0,0.016363636363636365,0.005454545454545455,0.005454545454545455,0.007272727272727273,0.3509090909090909,0.0018181818181818182,0.02909090909090909,0.0,0.0,0.0,0.0018181818181818182,0.0036363636363636364,0.034545454545454546,0.37272727272727274,0.42727272727272725,0.16545454545454547,0.21818181818181817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,195
M2L,479,109,0.1419624217118998,0.033402922755741124,0.037578288100208766,0.0,0.1419624217118998,0.0,0.0,0.010438413361169102,0.012526096033402923,0.010438413361169102,0.016701461377870562,0.05636743215031315,0.012526096033402923,0.014613778705636743,0.04175365344467641,0.03549060542797495,0.025052192066805846,0.010438413361169102,0.016701461377870562,0.0041753653444676405,0.0,0.5198329853862212,0.029227557411273485,0.025052192066805846,0.0918580375782881,0.0041753653444676405,0.34029227557411273,0.0,0.08768267223382047,0.42171189979123175,0.0,0.006263048016701462,0.008350730688935281,0.34029227557411273,0.0,0.0,0.081419624217119,0.016701461377870562,0.0,0.04175365344467641,0.0,0.0,0.029227557411273485,0.0041753653444676405,0.0,0.016701461377870562,0.40292275574112735,0.0020876826722338203,0.04175365344467641,0.0,0.0,0.0,0.008350730688935281,0.0,0.016701461377870562,0.34029227557411273,0.4488517745302714,0.1941544885177453,0.24008350730688935,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183
M2M,876,167,0.09817351598173515,0.01141552511415525,0.0091324200913242,0.005707762557077625,0.09817351598173515,0.001141552511415525,0.01598173515981735,0.0091324200913242,0.012557077625570776,0.00684931506849315,0.02511415525114155,0.04223744292237443,0.019406392694063926,0.019406392694063926,0.05593607305936073,0.02054794520547945,0.06735159817351598,0.01141552511415525,0.00684931506849315,0.0045662100456621,0.0,0.5570776255707762,0.0136986301369863,0.0410958904109589,0.15182648401826485,0.00684931506849315,0.3401826484018265,0.0,0.10730593607305935,0.339041095890411,0.0045662100456621,0.001141552511415525,0.021689497716894976,0.339041095890411,0.0,0.0,0.10616438356164383,0.02968036529680365,0.0,0.07534246575342465,0.0,0.001141552511415525,0.0136986301369863,0.00684931506849315,0.0045662100456621,0.02054794520547945,0.2979452054794521,0.0182648401826484,0.0410958904109589,0.001141552511415525,0.001141552511415525,0.0,0.01141552511415525,0.0045662100456621,0.033105022831050226,0.3242009132420091,0.4600456621004566,0.182648401826484,0.158675799086758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,337
M2N,1645,219,0.06443768996960486,0.01033434650455927,0.013373860182370821,0.0121580547112462,0.06443768996960486,0.004863221884498481,0.004863221884498481,0.00729483282674772,0.0060790273556231,0.00851063829787234,0.022492401215805473,0.034650455927051675,0.01641337386018237,0.015805471124620062,0.03343465045592705,0.01762917933130699,0.059574468085106386,0.02553191489361702,0.02006079027355623,0.00303951367781155,0.0012158054711246201,0.6182370820668693,0.0060790273556231,0.030395136778115502,0.1337386018237082,0.00911854103343465,0.3951367781155015,0.0,0.09969604863221884,0.32583586626139815,0.0012158054711246201,0.00303951367781155,0.0243161094224924,0.3951367781155015,0.0,0.0,0.09665653495440729,0.02127659574468085,0.0006079027355623101,0.052279635258358666,0.0,0.0,0.0060790273556231,0.00911854103343465,0.00364741641337386,0.01641337386018237,0.2802431610942249,0.02370820668693009,0.03768996960486322,0.0,0.004863221884498481,0.0006079027355623101,0.00851063829787234,0.01458966565349544,0.031610942249240125,0.33009118541033433,0.4231003039513678,0.21519756838905776,0.20303951367781156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,767
M2P,273,92,0.07326007326007326,0.02197802197802198,0.07326007326007326,0.0,0.06593406593406594,0.003663003663003663,0.003663003663003663,0.007326007326007326,0.014652014652014652,0.03296703296703297,0.003663003663003663,0.06593406593406594,0.018315018315018316,0.02197802197802198,0.02564102564102564,0.018315018315018316,0.03663003663003663,0.02197802197802198,0.014652014652014652,0.007326007326007326,0.0,0.5421245421245421,0.014652014652014652,0.02197802197802198,0.09157509157509157,0.007326007326007326,0.42857142857142855,0.0,0.09523809523809523,0.34065934065934067,0.0,0.003663003663003663,0.014652014652014652,0.42857142857142855,0.0,0.0,0.09157509157509157,0.01098901098901099,0.0,0.02564102564102564,0.0,0.0,0.014652014652014652,0.007326007326007326,0.0,0.018315018315018316,0.304029304029304,0.01098901098901099,0.05128205128205128,0.0,0.007326007326007326,0.0,0.01098901098901099,0.0,0.02197802197802198,0.3663003663003663,0.42124542124542125,0.19047619047619047,0.19413919413919414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113
M2R,989,165,0.10819009100101112,0.011122345803842264,0.01314459049544995,0.008088978766430738,0.10819009100101112,0.008088978766430738,0.005055611729019211,0.008088978766430738,0.017189079878665317,0.011122345803842264,0.04954499494438827,0.03640040444893832,0.007077856420626896,0.017189079878665317,0.041456016177957536,0.032355915065722954,0.04044489383215369,0.011122345803842264,0.023255813953488372,0.008088978766430738,0.0,0.5429726996966633,0.024266936299292215,0.016177957532861477,0.1577350859453994,0.0020222446916076846,0.34277047522750254,0.0,0.07785642062689585,0.37917087967644086,0.003033367037411527,0.005055611729019211,0.033367037411526794,0.34277047522750254,0.0,0.0,0.07280080889787664,0.01314459049544995,0.0,0.0788675429726997,0.0,0.0,0.024266936299292215,0.0020222446916076846,0.0,0.020222446916076844,0.3437815975733064,0.012133468149646108,0.03943377148634985,0.0,0.0020222446916076846,0.0010111223458038423,0.003033367037411527,0.003033367037411527,0.03842264914054601,0.37209302325581395,0.4206268958543984,0.16885743174924167,0.1597573306370071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,315
M3A,1034,179,0.08994197292069632,0.022243713733075435,0.0183752417794971,0.0009671179883945841,0.08994197292069632,0.007736943907156673,0.007736943907156673,0.025145067698259187,0.01160541586073501,0.013539651837524178,0.04061895551257253,0.029013539651837523,0.02321083172147002,0.01160541586073501,0.045454545454545456,0.035783365570599614,0.022243713733075435,0.015473887814313346,0.02804642166344294,0.0038684719535783366,0.0,0.5473887814313346,0.01160541586073501,0.01644100580270793,0.17504835589941972,0.006769825918762089,0.33268858800773693,0.0,0.09671179883945841,0.3607350096711799,0.0009671179883945841,0.0019342359767891683,0.019342359767891684,0.33268858800773693,0.0,0.0,0.09477756286266925,0.014506769825918761,0.0,0.08027079303675048,0.0,0.0,0.01160541586073501,0.006769825918762089,0.0,0.014506769825918761,0.33268858800773693,0.009671179883945842,0.06576402321083172,0.0,0.0038684719535783366,0.0,0.0019342359767891683,0.008704061895551257,0.025145067698259187,0.39264990328820115,0.42166344294003866,0.16054158607350097,0.1760154738878143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326
M3B,608,129,0.14473684210526316,0.024671052631578948,0.02138157894736842,0.001644736842105263,0.14473684210526316,0.004934210526315789,0.004934210526315789,0.008223684210526315,0.02138157894736842,0.014802631578947368,0.02631578947368421,0.02138157894736842,0.02631578947368421,0.019736842105263157,0.04276315789473684,0.03618421052631579,0.05263157894736842,0.009868421052631578,0.013157894736842105,0.006578947368421052,0.0,0.49835526315789475,0.01644736842105263,0.018092105263157895,0.1069078947368421,0.006578947368421052,0.29769736842105265,0.0,0.11348684210526316,0.4407894736842105,0.0,0.001644736842105263,0.019736842105263157,0.29769736842105265,0.0,0.0,0.1118421052631579,0.014802631578947368,0.0,0.047697368421052634,0.0,0.0,0.01644736842105263,0.006578947368421052,0.0,0.027960526315789474,0.4095394736842105,0.001644736842105263,0.03453947368421053,0.0,0.0,0.001644736842105263,0.003289473684210526,0.004934210526315789,0.024671052631578948,0.32894736842105265,0.46710526315789475,0.17927631578947367,0.14309210526315788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,208
M3C,685,148,0.09781021897810219,0.008759124087591242,0.00583941605839416,0.0,0.03941605839416058,0.00583941605839416,0.0072992700729927005,0.016058394160583942,0.010218978102189781,0.010218978102189781,0.06569343065693431,0.020437956204379562,0.01897810218978102,0.014598540145985401,0.024817518248175182,0.030656934306569343,0.09781021897810219,0.010218978102189781,0.07737226277372262,0.004379562043795621,0.0,0.5313868613138686,0.0072992700729927005,0.026277372262773723,0.18832116788321168,0.03941605839416058,0.2905109489051095,0.0,0.05547445255474453,0.3927007299270073,0.00291970802919708,0.00145985401459854,0.03795620437956204,0.2905109489051095,0.0,0.0,0.05401459854014599,0.020437956204379562,0.00145985401459854,0.0905109489051095,0.0,0.0,0.0072992700729927005,0.03941605839416058,0.00291970802919708,0.016058394160583942,0.3518248175182482,0.0072992700729927005,0.051094890510948905,0.00291970802919708,0.013138686131386862,0.00145985401459854,0.004379562043795621,0.00291970802919708,0.0364963503649635,0.36934306569343067,0.42627737226277373,0.1678832116788321,0.1781021897810219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,189
M3H,1632,192,0.1053921568627451,0.012254901960784314,0.02389705882352941,0.0055147058823529415,0.1053921568627451,0.0030637254901960784,0.003676470588235294,0.012867647058823529,0.01715686274509804,0.011642156862745098,0.013480392156862746,0.027573529411764705,0.012867647058823529,0.02144607843137255,0.06066176470588235,0.025735294117647058,0.08149509803921569,0.027573529411764705,0.01838235294117647,0.001838235294117647,0.0,0.5134803921568627,0.012254901960784314,0.028186274509803922,0.10232843137254902,0.012254901960784314,0.33762254901960786,0.0,0.10784313725490197,0.39950980392156865,0.0024509803921568627,0.001838235294117647,0.015931372549019607,0.33639705882352944,0.0006127450980392157,0.0,0.10600490196078431,0.023284313725490197,0.0006127450980392157,0.03799019607843137,0.0,0.0006127450980392157,0.012254901960784314,0.012254901960784314,0.00428921568627451,0.007965686274509803,0.38357843137254904,0.00428921568627451,0.03676470588235294,0.0,0.003676470588235294,0.0,0.00428921568627451,0.004901960784313725,0.02389705882352941,0.35723039215686275,0.4424019607843137,0.17647058823529413,0.14215686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,560
M3J,704,144,0.09672830725462304,0.00995732574679943,0.002844950213371266,0.004267425320056899,0.09672830725462304,0.008534850640113799,0.008534850640113799,0.031294452347083924,0.008534850640113799,0.00995732574679943,0.04267425320056899,0.017069701280227598,0.004267425320056899,0.015647226173541962,0.02275960170697013,0.05547652916073969,0.09103840682788052,0.004267425320056899,0.02702702702702703,0.002844950213371266,0.001422475106685633,0.534850640113798,0.004261363636363636,0.01278409090909091,0.20454545454545456,0.004261363636363636,0.25426136363636365,0.0,0.06534090909090909,0.45454545454545453,0.0014204545454545455,0.004261363636363636,0.032670454545454544,0.2528409090909091,0.0014204545454545455,0.0,0.06676136363636363,0.01278409090909091,0.0,0.09659090909090909,0.0,0.0,0.004261363636363636,0.004261363636363636,0.0014204545454545455,0.02556818181818182,0.4034090909090909,0.008522727272727272,0.06392045454545454,0.002840909090909091,0.008522727272727272,0.0,0.0,0.008522727272727272,0.03409090909090909,0.3494318181818182,0.4446022727272727,0.171875,0.13210227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,213
M3K,426,118,0.12206572769953052,0.014084507042253521,0.018779342723004695,0.007042253521126761,0.12206572769953052,0.002347417840375587,0.004694835680751174,0.004694835680751174,0.023474178403755867,0.002347417840375587,0.018779342723004695,0.018779342723004695,0.007042253521126761,0.025821596244131457,0.025821596244131457,0.07042253521126761,0.03755868544600939,0.011737089201877934,0.025821596244131457,0.004694835680751174,0.0,0.5539906103286385,0.009389671361502348,0.014084507042253521,0.13615023474178403,0.01643192488262911,0.3075117370892019,0.0,0.09154929577464789,0.42488262910798125,0.009389671361502348,0.0,0.014084507042253521,0.3051643192488263,0.0,0.0,0.09154929577464789,0.011737089201877934,0.002347417840375587,0.0539906103286385,0.0,0.002347417840375587,0.009389671361502348,0.01643192488262911,0.002347417840375587,0.007042253521126761,0.4061032863849765,0.011737089201877934,0.03051643192488263,0.0,0.0,0.0,0.0,0.025821596244131457,0.02112676056338028,0.39436619718309857,0.4014084507042254,0.18309859154929578,0.15258215962441316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,117
M3L,601,121,0.1447587354409318,0.004991680532445923,0.009983361064891847,0.0016638935108153079,0.1447587354409318,0.004991680532445923,0.014975041597337771,0.009983361064891847,0.009983361064891847,0.014975041597337771,0.03161397670549085,0.014975041597337771,0.019966722129783693,0.013311148086522463,0.014975041597337771,0.04991680532445923,0.04326123128119801,0.024958402662229616,0.021630615640599003,0.004991680532445923,0.0,0.5440931780366056,0.016638935108153077,0.013311148086522463,0.16971713810316139,0.0016638935108153079,0.31281198003327787,0.0,0.1064891846921797,0.3793677204658902,0.0033277870216306157,0.0,0.014975041597337771,0.31114808652246256,0.0,0.0,0.1064891846921797,0.009983361064891847,0.0,0.08319467554076539,0.0,0.0016638935108153079,0.016638935108153077,0.0016638935108153079,0.0,0.028286189683860232,0.3427620632279534,0.0033277870216306157,0.051580698835274545,0.0,0.0033277870216306157,0.0016638935108153079,0.0033277870216306157,0.016638935108153077,0.021630615640599003,0.3860232945091514,0.40099833610648916,0.1913477537437604,0.1480865224625624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,164
M3M,722,153,0.12049861495844875,0.012465373961218837,0.0110803324099723,0.006925207756232687,0.12049861495844875,0.009695290858725761,0.006925207756232687,0.009695290858725761,0.015235457063711912,0.00554016620498615,0.04847645429362881,0.018005540166204988,0.00554016620498615,0.013850415512465374,0.024930747922437674,0.0443213296398892,0.030470914127423823,0.019390581717451522,0.02077562326869806,0.002770083102493075,0.004155124653739612,0.5692520775623269,0.013850415512465374,0.037396121883656507,0.19113573407202217,0.00554016620498615,0.23822714681440443,0.0,0.10803324099722991,0.40581717451523547,0.002770083102493075,0.002770083102493075,0.024930747922437674,0.23822714681440443,0.0,0.0,0.10526315789473684,0.0332409972299169,0.0,0.0997229916897507,0.0,0.0,0.013850415512465374,0.00554016620498615,0.0013850415512465374,0.02631578947368421,0.3656509695290859,0.008310249307479225,0.04016620498614958,0.0,0.00554016620498615,0.0,0.004155124653739612,0.0221606648199446,0.0332409972299169,0.37257617728531855,0.40166204986149584,0.1925207756232687,0.1731301939058172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,252
